customer_id,total_transaction_count,total_transaction_amount,avg_transaction_amount,min_transaction_amount,max_transaction_amount,active_months,last_transaction_date,transaction_frequency_per_month,recency_days,txn_type_prop_bill payment,txn_type_prop_investment,txn_type_prop_loan payment,txn_type_prop_purchase,avg_satisfaction_score,avg_likelihood_to_recommend,feedback_count
169,9,21372.0,2374.6666666666665,93.0,4703.0,5,2023-06-21 02:00:00,1.8,37,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.2222222222222222,4.6,3.0,5
170,1,1702.0,1702.0,1702.0,1702.0,1,2023-04-13 13:00:00,1.0,105,0.0,0.0,0.0,1.0,4.75,4.0,4
171,2,3641.0,1820.5,1299.0,2342.0,2,2023-07-01 18:00:00,1.0,26,0.5,0.0,0.0,0.5,6.666666666666667,1.0,3
172,7,17092.0,2441.714285714286,524.0,4113.0,3,2023-06-05 06:00:00,2.3333333333333335,53,0.5714285714285714,0.0,0.14285714285714285,0.2857142857142857,6.4,5.4,5
173,4,10760.0,2690.0,1691.0,4322.0,4,2023-07-02 09:00:00,1.0,25,0.25,0.25,0.25,0.25,7.166666666666667,3.1666666666666665,6
174,3,5613.0,1871.0,324.0,4464.0,3,2023-05-21 14:00:00,1.0,67,0.6666666666666666,0.3333333333333333,0.0,0.0,5.166666666666667,5.666666666666667,6
175,7,16274.0,2324.8571428571427,153.0,4202.0,4,2023-07-28 03:00:00,1.75,0,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,3.7142857142857144,6.857142857142857,7
176,4,10166.0,2541.5,1125.0,3298.0,2,2023-06-13 13:00:00,2.0,44,0.0,0.25,0.5,0.25,6.5,2.5,2
177,6,11113.0,1852.1666666666667,249.0,3184.0,5,2023-07-12 22:00:00,1.2,15,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,6.2,6.6,5
178,5,9320.0,1864.0,13.0,4181.0,3,2023-05-25 14:00:00,1.6666666666666667,63,0.2,0.2,0.4,0.2,5.5,6.5,4
179,4,8134.0,2033.5,303.0,4759.0,3,2023-06-28 18:00:00,1.3333333333333333,29,0.25,0.5,0.0,0.25,7.0,3.0,4
180,5,11064.0,2212.8,152.0,3623.0,5,2023-06-08 08:00:00,1.0,49,0.4,0.0,0.4,0.2,3.6666666666666665,6.666666666666667,3
181,4,10698.0,2674.5,649.0,4667.0,2,2023-06-24 11:00:00,2.0,33,0.25,0.0,0.25,0.5,4.666666666666667,7.0,6
182,2,4709.0,2354.5,281.0,4428.0,2,2023-07-07 11:00:00,1.0,20,0.0,0.5,0.0,0.5,6.0,6.375,8
183,6,13940.0,2323.3333333333335,729.0,4882.0,4,2023-06-16 11:00:00,1.5,41,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,4.333333333333333,5.5,3
184,6,14820.0,2470.0,164.0,4760.0,5,2023-07-19 04:00:00,1.2,9,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,5.0,7.333333333333333,3
185,7,15906.0,2272.285714285714,117.0,4774.0,5,2023-07-24 10:00:00,1.4,3,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,5.6,5.8,5
186,7,18257.0,2608.1428571428573,927.0,4671.0,6,2023-06-21 01:00:00,1.1666666666666667,37,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855,4.0,7.25,4
187,3,5919.0,1973.0,751.0,4024.0,1,2023-06-27 22:00:00,3.0,30,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,3.0,8.0,2
188,4,10912.0,2728.0,1078.0,4954.0,3,2023-07-09 05:00:00,1.3333333333333333,19,0.5,0.0,0.0,0.5,5.4,3.6,5
189,9,19216.0,2135.1111111111113,224.0,3836.0,4,2023-06-08 03:00:00,2.25,50,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.3333333333333333,5.833333333333333,4.714285714285714,6
190,2,5175.0,2587.5,1227.0,3948.0,2,2023-07-10 22:00:00,1.0,17,0.0,0.5,0.5,0.0,4.666666666666667,5.5,6
191,6,489516.0,81586.0,116.0,480300.0,5,2023-06-01 18:00:00,1.2,56,0.5,0.3333333333333333,0.16666666666666666,0.0,6.166666666666667,6.5,6
192,7,17200.0,2457.1428571428573,89.0,4254.0,4,2023-07-26 01:00:00,1.75,2,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,6.2,4.4,5
193,6,18652.0,3108.6666666666665,1324.0,4947.0,4,2023-05-13 23:00:00,1.5,75,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,5.666666666666667,5.333333333333333,6
194,8,21814.0,2726.75,1041.0,4838.0,6,2023-07-13 17:00:00,1.3333333333333333,14,0.125,0.25,0.375,0.25,3.0,5.5,2
195,5,281626.0,56325.2,880.0,270900.0,4,2023-07-21 10:00:00,1.25,6,0.0,0.6,0.2,0.2,3.5,7.0,4
196,6,13945.0,2324.1666666666665,455.0,4850.0,4,2023-06-14 12:00:00,1.5,43,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,7.0,7.0,5
197,3,7851.0,2617.0,1265.0,3887.0,3,2023-07-08 18:00:00,1.0,19,0.0,0.0,0.6666666666666666,0.3333333333333333,4.25,6.75,4
198,6,17538.0,2923.0,609.0,4463.0,4,2023-06-28 23:00:00,1.5,29,0.0,0.16666666666666666,0.5,0.3333333333333333,5.4,7.2,5
199,4,10680.0,2670.0,1250.0,4536.0,4,2023-05-16 16:00:00,1.0,72,0.0,0.0,0.75,0.25,5.0,6.0,3
200,2,4422.0,2211.0,975.0,3447.0,2,2023-04-28 16:00:00,1.0,90,0.5,0.0,0.0,0.5,6.2,6.0,5
201,5,7618.0,1523.6,296.0,3940.0,4,2023-04-24 19:00:00,1.25,94,0.2,0.2,0.2,0.4,5.333333333333333,7.666666666666667,6
202,10,29806.0,2980.6,37.0,4424.0,6,2023-07-24 17:00:00,1.6666666666666667,3,0.3,0.3,0.2,0.2,6.6,3.8333333333333335,5
203,6,15901.0,2650.1666666666665,781.0,4644.0,4,2023-07-02 21:00:00,1.5,25,0.5,0.3333333333333333,0.0,0.16666666666666666,4.666666666666667,6.0,6
204,4,7810.0,1952.5,1241.0,2723.0,3,2023-06-23 12:00:00,1.3333333333333333,34,0.75,0.25,0.0,0.0,6.222222222222222,6.111111111111111,9
205,3,8272.0,2757.3333333333335,1989.0,3715.0,2,2023-06-26 13:00:00,1.5,31,0.6666666666666666,0.0,0.0,0.3333333333333333,4.333333333333333,7.666666666666667,6
206,2,3450.0,1725.0,1355.0,2095.0,2,2023-07-04 11:00:00,1.0,23,0.5,0.0,0.0,0.5,3.6,6.2,5
207,6,20991.0,3498.5,1797.0,4729.0,3,2023-07-01 22:00:00,2.0,26,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,3.0,5.666666666666667,3
208,4,8592.0,2148.0,481.0,4383.0,3,2023-05-24 18:00:00,1.3333333333333333,64,0.5,0.25,0.0,0.25,2.6666666666666665,5.666666666666667,3
209,4,3819.0,954.75,552.0,1760.0,2,2023-07-22 05:00:00,2.0,6,0.25,0.25,0.0,0.5,5.777777777777778,6.333333333333333,9
210,3,11518.0,3839.3333333333335,2746.0,4413.0,3,2023-07-06 10:00:00,1.0,21,0.0,0.0,0.6666666666666666,0.3333333333333333,7.0,6.0,2
211,4,10456.0,2614.0,887.0,4582.0,2,2023-05-26 23:00:00,2.0,62,0.0,0.5,0.25,0.25,6.0,6.125,8
212,2,4204.0,2102.0,571.0,3633.0,2,2023-05-08 07:00:00,1.0,81,0.0,0.5,0.0,0.5,4.4,6.6,5
213,5,4766.0,953.2,105.0,1380.0,4,2023-06-28 00:00:00,1.25,30,0.0,0.2,0.0,0.8,4.6,7.0,5
214,5,11440.0,2288.0,1669.0,3072.0,3,2023-04-29 14:00:00,1.6666666666666667,89,0.4,0.2,0.2,0.2,7.0,5.0,3
215,6,13713.0,2285.5,570.0,4331.0,4,2023-07-22 00:00:00,1.5,6,0.16666666666666666,0.3333333333333333,0.0,0.5,5.666666666666667,7.666666666666667,3
216,6,15663.0,2610.5,274.0,4963.0,3,2023-06-28 06:00:00,2.0,30,0.0,0.3333333333333333,0.16666666666666666,0.5,4.4,7.6,5
217,8,19007.0,2375.875,72.0,3825.0,5,2023-06-25 05:00:00,1.6,33,0.25,0.125,0.5,0.125,6.25,5.4,4
218,4,10346.0,2586.5,219.0,4220.0,2,2023-07-25 02:00:00,2.0,3,0.5,0.5,0.0,0.0,11.666666666666666,5.111111111111111,9
219,6,10575.0,1762.5,78.0,4507.0,4,2023-07-25 05:00:00,1.5,3,0.5,0.16666666666666666,0.3333333333333333,0.0,6.666666666666667,6.0,3
220,7,17741.0,2534.4285714285716,353.0,4778.0,4,2023-05-19 12:00:00,1.75,69,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,4.6,6.2,5
221,2,7280.0,3640.0,3237.0,4043.0,2,2023-05-26 01:00:00,1.0,63,0.0,0.5,0.0,0.5,6.75,7.0,4
222,6,23154.0,3859.0,2119.0,4509.0,5,2023-06-24 15:00:00,1.2,33,0.0,0.16666666666666666,0.3333333333333333,0.5,6.0,5.0,8
223,6,10797.0,1799.5,305.0,3238.0,4,2023-07-09 01:00:00,1.5,19,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,5.0,6.8,5
224,4,9272.0,2318.0,1088.0,4839.0,3,2023-07-27 12:00:00,1.3333333333333333,0,0.0,0.5,0.0,0.5,8.2,6.4,5
225,4,11296.0,2824.0,1617.0,4634.0,3,2023-07-11 20:00:00,1.3333333333333333,16,0.0,0.25,0.25,0.5,6.7,5.2,10
226,2,7757.0,3878.5,2882.0,4875.0,2,2023-05-19 21:00:00,1.0,69,0.5,0.5,0.0,0.0,5.166666666666667,4.833333333333333,6
227,5,9941.0,1988.2,404.0,4101.0,4,2023-07-22 09:00:00,1.25,5,0.0,0.4,0.2,0.4,6.166666666666667,5.0,6
228,6,13969.0,2328.1666666666665,1065.0,4922.0,4,2023-05-22 15:00:00,1.5,66,0.5,0.3333333333333333,0.16666666666666666,0.0,7.25,2.75,4
229,3,5974.0,1991.3333333333333,1056.0,2652.0,2,2023-06-24 01:00:00,1.5,34,0.0,0.6666666666666666,0.3333333333333333,0.0,4.8,6.0,5
230,4,8684.0,2171.0,1516.0,3054.0,4,2023-04-04 11:00:00,1.0,114,0.25,0.5,0.0,0.25,4.0,1.5,2
231,4,4574.0,1143.5,318.0,2546.0,3,2023-05-13 09:00:00,1.3333333333333333,75,0.0,0.5,0.5,0.0,5.857142857142857,5.428571428571429,7
232,4,15353.0,3838.25,3348.0,4396.0,3,2023-07-21 07:00:00,1.3333333333333333,7,0.0,0.0,0.75,0.25,5.6,5.2,5
233,5,10936.0,2187.2,274.0,3320.0,4,2023-06-03 02:00:00,1.25,55,0.2,0.0,0.0,0.8,6.142857142857143,7.142857142857143,7
234,6,13926.0,2321.0,67.0,4684.0,5,2023-07-08 12:00:00,1.2,19,0.3333333333333333,0.5,0.16666666666666666,0.0,5.0,8.5,2
235,2,7797.0,3898.5,3449.0,4348.0,2,2023-05-09 18:00:00,1.0,79,0.5,0.0,0.0,0.5,6.666666666666667,2.3333333333333335,3
236,6,14063.0,2343.8333333333335,1071.0,4730.0,4,2023-06-05 11:00:00,1.5,52,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,5.666666666666667,6.0,6
237,1,4888.0,4888.0,4888.0,4888.0,1,2023-05-15 13:00:00,1.0,73,1.0,0.0,0.0,0.0,4.6,5.4,5
238,2,3267.0,1633.5,877.0,2390.0,1,2023-06-16 19:00:00,2.0,41,0.5,0.0,0.0,0.5,4.0,4.0,2
239,4,8082.0,2020.5,81.0,3592.0,4,2023-06-12 12:00:00,1.0,45,0.0,0.0,0.25,0.75,4.142857142857143,4.0,7
240,7,13699.0,1957.0,489.0,4527.0,4,2023-06-30 11:00:00,1.75,27,0.2857142857142857,0.5714285714285714,0.0,0.14285714285714285,3.0,8.0,2
241,8,18421.0,2302.625,774.0,4476.0,6,2023-07-24 15:00:00,1.3333333333333333,3,0.0,0.625,0.25,0.125,4.0,5.333333333333333,6
242,4,15706.0,3926.5,2004.0,4959.0,2,2023-07-13 22:00:00,2.0,14,0.0,0.25,0.75,0.0,5.333333333333333,7.0,3
243,5,12097.0,2419.4,17.0,4916.0,3,2023-05-29 19:00:00,1.6666666666666667,59,0.0,0.4,0.4,0.2,5.25,5.75,4
244,10,25356.0,2535.6,491.0,3817.0,6,2023-07-14 14:00:00,1.6666666666666667,13,0.1,0.1,0.2,0.6,4.5,3.5,4
245,8,20364.0,2545.5,518.0,4595.0,4,2023-04-30 18:00:00,2.0,88,0.375,0.375,0.125,0.125,4.555555555555555,7.444444444444445,9
246,8,13095.0,1636.875,203.0,3958.0,4,2023-06-29 14:00:00,2.0,28,0.375,0.25,0.125,0.25,5.444444444444445,3.5555555555555554,9
247,6,12176.0,2029.3333333333333,463.0,4945.0,5,2023-07-17 16:00:00,1.2,10,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,4.0,5.4,5
248,3,8430.0,2810.0,1385.0,4909.0,2,2023-05-31 22:00:00,1.5,57,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,4.5,4.5,4
249,5,16771.0,3354.2,1366.0,4796.0,3,2023-07-04 20:00:00,1.6666666666666667,23,0.2,0.4,0.2,0.2,7.0,4.75,4
250,3,6732.0,2244.0,1730.0,2715.0,2,2023-05-21 17:00:00,1.5,67,0.0,0.0,0.3333333333333333,0.6666666666666666,4.0,3.0,2
251,3,4497.0,1499.0,545.0,2144.0,3,2023-05-15 03:00:00,1.0,74,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.142857142857143,4.0,7
252,2,3454.0,1727.0,1462.0,1992.0,2,2023-05-27 01:00:00,1.0,62,0.0,0.0,0.5,0.5,4.333333333333333,5.666666666666667,3
253,5,11263.0,2252.6,345.0,4851.0,4,2023-06-29 07:00:00,1.25,29,0.2,0.6,0.2,0.0,7.666666666666667,4.0,3
254,5,16947.0,3389.4,418.0,4984.0,5,2023-07-03 11:00:00,1.0,24,0.0,0.4,0.4,0.2,4.833333333333333,4.0,6
255,4,9699.0,2424.75,391.0,3778.0,3,2023-06-15 13:00:00,1.3333333333333333,42,0.0,0.25,0.25,0.5,4.5,9.5,4
256,3,4900.0,1633.3333333333333,787.0,2200.0,3,2023-03-15 21:00:00,1.0,134,0.0,0.0,1.0,0.0,2.6666666666666665,8.333333333333334,3
257,5,10457.0,2091.4,46.0,3984.0,2,2023-07-09 20:00:00,2.5,18,0.0,0.4,0.2,0.4,3.5,7.0,8
258,6,20083.0,3347.1666666666665,2346.0,4790.0,4,2023-07-07 20:00:00,1.5,20,0.0,0.16666666666666666,0.5,0.3333333333333333,2.25,3.5,4
259,7,24962.0,3566.0,2037.0,4773.0,4,2023-06-04 13:00:00,1.75,53,0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285,4.666666666666667,5.7,9
260,9,24476.0,2719.5555555555557,119.0,4903.0,5,2023-07-24 06:00:00,1.8,4,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.2222222222222222,7.0,4.0,5
261,5,10994.0,2198.8,618.0,4563.0,4,2023-05-13 08:00:00,1.25,75,0.0,0.4,0.2,0.4,6.0,6.25,8
262,7,22368.0,3195.4285714285716,1626.0,4577.0,5,2023-06-08 18:00:00,1.4,49,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,6.666666666666667,7.333333333333333,3
263,7,13666.0,1952.2857142857142,95.0,3652.0,6,2023-07-10 04:00:00,1.1666666666666667,18,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,7.0,7.5,2
264,4,4269.0,1067.25,28.0,2277.0,4,2023-07-11 19:00:00,1.0,16,0.0,0.75,0.0,0.25,5.75,6.0,4
265,5,10912.0,2182.4,978.0,4281.0,4,2023-04-17 00:00:00,1.25,102,0.2,0.2,0.2,0.4,5.0,6.0,3
266,2,1636.0,818.0,459.0,1177.0,2,2023-06-02 23:00:00,1.0,55,0.0,0.0,0.5,0.5,1.5,6.0,2
267,5,15174.0,3034.8,733.0,4685.0,3,2023-04-29 13:00:00,1.6666666666666667,89,0.0,0.2,0.4,0.4,5.0,7.8,5
268,2,1686.0,843.0,745.0,941.0,2,2023-07-07 02:00:00,1.0,21,0.0,0.0,0.5,0.5,5.5,5.833333333333333,6
269,5,9061.0,1812.2,385.0,3356.0,3,2023-06-25 10:00:00,1.6666666666666667,32,0.0,0.0,0.6,0.4,5.428571428571429,5.75,7
270,6,13914.0,2319.0,589.0,4287.0,5,2023-07-14 04:00:00,1.2,14,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,8.0,4.0,3
271,7,13787.0,1969.5714285714287,108.0,4610.0,5,2023-05-28 15:00:00,1.4,60,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,3.875,4.375,8
272,5,14685.0,2937.0,1703.0,3988.0,4,2023-07-14 10:00:00,1.25,13,0.4,0.4,0.2,0.0,5.5,6.4,10
273,7,16307.0,2329.5714285714284,1302.0,4190.0,4,2023-07-25 04:00:00,1.75,3,0.14285714285714285,0.0,0.7142857142857143,0.14285714285714285,6.6,6.2,10
274,4,7614.0,1903.5,485.0,3495.0,3,2023-06-25 03:00:00,1.3333333333333333,33,0.25,0.0,0.25,0.5,4.5,4.833333333333333,6
275,5,7098.0,1419.6,421.0,3009.0,3,2023-06-23 03:00:00,1.6666666666666667,35,0.2,0.6,0.2,0.0,3.0,5.4,5
276,7,21337.0,3048.1428571428573,647.0,4874.0,5,2023-06-29 11:00:00,1.4,28,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.0,7.25,6.75,4
277,4,11538.0,2884.5,707.0,4574.0,3,2023-07-21 14:00:00,1.3333333333333333,6,0.0,0.5,0.5,0.0,4.8,6.2,5
278,7,16540.0,2362.8571428571427,1230.0,3943.0,5,2023-07-27 09:00:00,1.4,0,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,8.5,4.25,4
279,6,9164.0,1527.3333333333333,37.0,3264.0,3,2023-06-20 14:00:00,2.0,37,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,5.5,5.4,4
280,2,4335.0,2167.5,1213.0,3122.0,2,2023-02-21 12:00:00,1.0,156,0.0,0.5,0.5,0.0,5.5,6.1,10
281,7,25670.0,3667.1428571428573,1213.0,4652.0,5,2023-05-24 07:00:00,1.4,65,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,8.428571428571429,5.428571428571429,7
282,1,2539.0,2539.0,2539.0,2539.0,1,2023-05-24 23:00:00,1.0,64,0.0,0.0,0.0,1.0,7.333333333333333,8.333333333333334,3
283,6,16347.0,2724.5,300.0,4862.0,4,2023-07-13 12:00:00,1.5,14,0.0,0.3333333333333333,0.5,0.16666666666666666,4.666666666666667,6.666666666666667,3
284,3,9103.0,3034.3333333333335,1111.0,4653.0,2,2023-05-17 21:00:00,1.5,71,0.0,0.0,0.6666666666666666,0.3333333333333333,6.2,1.2,5
285,5,16980.0,3396.0,2075.0,4899.0,2,2023-06-20 00:00:00,2.5,38,0.4,0.0,0.6,0.0,4.8,4.6,5
286,7,14048.0,2006.857142857143,302.0,4581.0,5,2023-06-13 15:00:00,1.4,44,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,6.5,4.5,2
287,6,10442.0,1740.3333333333333,198.0,3472.0,5,2023-06-08 14:00:00,1.2,49,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,6.5,6.75,4
288,7,19863.0,2837.5714285714284,1056.0,4770.0,4,2023-06-26 01:00:00,1.75,32,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,7.0,3.8,5
289,3,6770.0,2256.6666666666665,717.0,3147.0,3,2023-06-21 13:00:00,1.0,36,0.0,0.0,0.6666666666666666,0.3333333333333333,7.857142857142857,6.142857142857143,7
290,8,24774.0,3096.75,315.0,4838.0,6,2023-07-04 04:00:00,1.3333333333333333,24,0.25,0.25,0.25,0.25,3.6666666666666665,7.0,3
291,1,1248.0,1248.0,1248.0,1248.0,1,2023-02-17 09:00:00,1.0,160,0.0,0.0,1.0,0.0,5.25,5.75,4
292,3,5782.0,1927.3333333333333,616.0,2854.0,2,2023-07-20 12:00:00,1.5,7,0.0,0.3333333333333333,0.6666666666666666,0.0,5.285714285714286,6.285714285714286,7
293,3,7968.0,2656.0,739.0,4940.0,3,2023-07-15 22:00:00,1.0,12,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,5.0,4.0,4
294,7,13197.0,1885.2857142857142,337.0,4944.0,4,2023-07-20 07:00:00,1.75,8,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,4.714285714285714,5.428571428571429,7
295,6,19554.0,3259.0,1404.0,4419.0,4,2023-06-23 00:00:00,1.5,35,0.0,0.16666666666666666,0.3333333333333333,0.5,5.0,5.5,2
296,5,13579.0,2715.8,388.0,4828.0,4,2023-06-18 04:00:00,1.25,40,0.4,0.2,0.2,0.2,4.0,5.333333333333333,3
297,8,22862.0,2857.75,255.0,4993.0,5,2023-05-15 11:00:00,1.6,73,0.25,0.25,0.25,0.25,4.6,2.8,5
298,4,13130.0,3282.5,1381.0,4807.0,4,2023-06-12 06:00:00,1.0,46,0.5,0.25,0.25,0.0,4.0,7.25,4
299,2,8270.0,4135.0,3570.0,4700.0,2,2023-05-26 07:00:00,1.0,63,0.0,0.0,0.0,1.0,9.5,6.0,2
300,4,6656.0,1664.0,179.0,3084.0,3,2023-04-19 13:00:00,1.3333333333333333,99,0.25,0.25,0.5,0.0,6.2,6.4,10
301,5,19287.0,3857.4,1705.0,4801.0,4,2023-07-12 03:00:00,1.25,16,0.2,0.2,0.4,0.2,4.8,7.8,5
302,7,17662.0,2523.1428571428573,271.0,4587.0,5,2023-07-20 06:00:00,1.4,8,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,5.5,4.5,2
303,5,11487.0,2297.4,1342.0,4380.0,4,2023-07-22 19:00:00,1.25,5,0.2,0.2,0.2,0.4,5.75,6.0,4
304,8,15731.0,1966.375,112.0,4924.0,4,2023-06-26 20:00:00,2.0,31,0.375,0.375,0.125,0.125,4.571428571428571,4.142857142857143,7
305,4,12673.0,3168.25,2225.0,4343.0,3,2023-06-10 11:00:00,1.3333333333333333,47,0.0,0.25,0.5,0.25,4.0,5.4,4
306,3,8528.0,2842.6666666666665,815.0,4127.0,3,2023-04-28 05:00:00,1.0,91,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,5.833333333333333,4.166666666666667,6
307,9,17716.0,1968.4444444444443,75.0,4797.0,6,2023-07-17 23:00:00,1.5,10,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.1111111111111111,8.0,3.5,4
308,10,26462.0,2646.2,320.0,4710.0,5,2023-06-27 09:00:00,2.0,30,0.2,0.4,0.3,0.1,1.6666666666666667,5.333333333333333,3
309,3,7750.0,2583.3333333333335,1197.0,3656.0,3,2023-07-26 06:00:00,1.0,2,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,6.2,4.5,5
310,8,15821.0,1977.625,171.0,4466.0,5,2023-06-11 01:00:00,1.6,47,0.375,0.25,0.25,0.125,5.0,4.4,5
311,3,5048.0,1682.6666666666667,888.0,2284.0,3,2023-06-25 01:00:00,1.0,33,0.3333333333333333,0.0,0.6666666666666666,0.0,4.8,6.4,5
312,7,20988.0,2998.285714285714,535.0,4931.0,3,2023-03-30 00:00:00,2.3333333333333335,120,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,4.142857142857143,5.857142857142857,7
313,4,8217.0,2054.25,725.0,4260.0,3,2023-06-02 08:00:00,1.3333333333333333,55,0.25,0.0,0.5,0.25,5.833333333333333,5.666666666666667,6
314,4,10005.0,2501.25,1133.0,4347.0,4,2023-06-03 10:00:00,1.0,54,0.0,0.25,0.0,0.75,6.0,4.5,4
315,1,4825.0,4825.0,4825.0,4825.0,1,2023-04-04 21:00:00,1.0,114,0.0,0.0,1.0,0.0,4.25,7.5,4
316,6,17708.0,2951.3333333333335,1446.0,4636.0,4,2023-07-19 10:00:00,1.5,8,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,6.0,4.25,8
317,4,9703.0,2425.75,1176.0,3741.0,3,2023-05-11 16:00:00,1.3333333333333333,77,0.0,0.25,0.25,0.5,5.5,5.0,2
318,3,9877.0,3292.3333333333335,1047.0,4918.0,2,2023-06-19 06:00:00,1.5,39,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,6.142857142857143,4.285714285714286,7
319,3,7885.0,2628.3333333333335,998.0,4681.0,3,2023-07-14 22:00:00,1.0,13,0.0,0.6666666666666666,0.0,0.3333333333333333,5.25,6.222222222222222,8
320,7,16909.0,2415.5714285714284,710.0,4536.0,4,2023-07-27 15:00:00,1.75,0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,6.714285714285714,5.142857142857143,7
321,6,16246.0,2707.6666666666665,1206.0,3937.0,5,2023-07-22 16:00:00,1.2,5,0.5,0.0,0.3333333333333333,0.16666666666666666,4.25,5.75,4
322,2,5742.0,2871.0,2694.0,3048.0,2,2023-07-22 20:00:00,1.0,5,0.5,0.0,0.5,0.0,6.8,5.8,5
323,1,2816.0,2816.0,2816.0,2816.0,1,2023-06-08 05:00:00,1.0,50,0.0,0.0,1.0,0.0,5.285714285714286,5.857142857142857,7
324,2,2392.0,1196.0,958.0,1434.0,2,2023-07-20 04:00:00,1.0,8,0.5,0.5,0.0,0.0,5.5,5.25,8
325,4,13376.0,3344.0,1951.0,4674.0,2,2023-06-27 16:00:00,2.0,30,0.25,0.0,0.75,0.0,8.666666666666666,6.333333333333333,3
326,3,6981.0,2327.0,833.0,4952.0,3,2023-05-29 03:00:00,1.0,60,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,5.666666666666667,6.0,3
327,2,3692.0,1846.0,1532.0,2160.0,2,2023-07-16 11:00:00,1.0,11,0.0,0.0,0.5,0.5,3.75,7.0,4
328,5,8734.0,1746.8,844.0,2935.0,3,2023-06-11 15:00:00,1.6666666666666667,46,0.0,0.4,0.2,0.4,5.25,5.875,8
329,7,18744.0,2677.714285714286,116.0,4999.0,6,2023-07-07 08:00:00,1.1666666666666667,20,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,7.0,3.6,5
330,5,16381.0,3276.2,1698.0,4685.0,3,2023-07-10 09:00:00,1.6666666666666667,17,0.4,0.2,0.2,0.2,3.5,6.25,4
331,6,13418.0,2236.3333333333335,280.0,4271.0,2,2023-05-19 16:00:00,3.0,69,0.5,0.0,0.16666666666666666,0.3333333333333333,5.0,5.2,5
332,4,6710.0,1677.5,698.0,2757.0,3,2023-07-25 09:00:00,1.3333333333333333,2,0.25,0.25,0.5,0.0,5.666666666666667,7.666666666666667,3
333,8,20410.0,2551.25,879.0,4991.0,6,2023-06-09 07:00:00,1.3333333333333333,49,0.125,0.125,0.375,0.375,3.0,7.0,4
334,4,6992.0,1748.0,70.0,3413.0,3,2023-04-24 21:00:00,1.3333333333333333,94,0.25,0.0,0.0,0.75,5.25,8.0,4
335,5,13724.0,2744.8,2038.0,3985.0,4,2023-06-17 23:00:00,1.25,40,0.4,0.2,0.2,0.2,5.0,4.666666666666667,2
336,7,9769.0,1395.5714285714287,327.0,2670.0,5,2023-07-20 18:00:00,1.4,7,0.42857142857142855,0.0,0.14285714285714285,0.42857142857142855,4.0,4.0,2
337,5,16086.0,3217.2,1598.0,4983.0,4,2023-07-04 17:00:00,1.25,23,0.2,0.2,0.2,0.4,5.0,4.666666666666667,3
