transaction_id,customer_id,transaction_date,transaction_amount,transaction_type,_txn_month
995,599,2023-02-11 10:00:00,4235.0,investment,2023-02
996,267,2023-02-11 11:00:00,1960.0,loan payment,2023-02
997,415,2023-02-11 12:00:00,4330.0,investment,2023-02
998,646,2023-02-11 13:00:00,1791.0,loan payment,2023-02
999,267,2023-02-11 14:00:00,4685.0,loan payment,2023-02
1000,333,2023-02-11 15:00:00,1487.0,bill payment,2023-02
1001,780,2023-02-11 16:00:00,3040.0,investment,2023-02
1002,450,2023-02-11 17:00:00,3996.0,bill payment,2023-02
1003,565,2023-02-11 18:00:00,116.0,bill payment,2023-02
1004,611,2023-02-11 19:00:00,2678.0,loan payment,2023-02
1005,247,2023-02-11 20:00:00,4945.0,investment,2023-02
1006,36,2023-02-11 21:00:00,1174.0,purchase,2023-02
1007,401,2023-02-11 22:00:00,1167.0,loan payment,2023-02
1008,28,2023-02-11 23:00:00,2256.0,investment,2023-02
1009,220,2023-02-12 00:00:00,676.0,bill payment,2023-02
1010,406,2023-02-12 01:00:00,2136.0,investment,2023-02
1011,614,2023-02-12 02:00:00,2951.0,loan payment,2023-02
1012,775,2023-02-12 03:00:00,521.0,investment,2023-02
1013,271,2023-02-12 04:00:00,259.0,bill payment,2023-02
1014,736,2023-02-12 05:00:00,898.0,investment,2023-02
1015,651,2023-02-12 06:00:00,1033.0,investment,2023-02
1016,792,2023-02-12 07:00:00,4704.0,bill payment,2023-02
1017,511,2023-02-12 08:00:00,4858.0,loan payment,2023-02
1018,963,2023-02-12 09:00:00,609.0,purchase,2023-02
1019,286,2023-02-12 10:00:00,3032.0,bill payment,2023-02
1020,454,2023-02-12 11:00:00,2540.0,bill payment,2023-02
1021,762,2023-02-12 12:00:00,2893.0,loan payment,2023-02
1022,834,2023-02-12 13:00:00,2074.0,loan payment,2023-02
1023,317,2023-02-12 14:00:00,1768.0,investment,2023-02
1024,590,2023-02-12 15:00:00,3579.0,bill payment,2023-02
1025,297,2023-02-12 16:00:00,1252.0,investment,2023-02
1026,338,2023-02-12 17:00:00,4339.0,investment,2023-02
1027,307,2023-02-12 18:00:00,2305.0,loan payment,2023-02
1028,428,2023-02-12 19:00:00,1935.0,loan payment,2023-02
1029,351,2023-02-12 20:00:00,2072.0,investment,2023-02
1030,511,2023-02-12 21:00:00,3405.0,bill payment,2023-02
1031,525,2023-02-12 22:00:00,450.0,bill payment,2023-02
1032,858,2023-02-12 23:00:00,2753.0,investment,2023-02
1033,492,2023-02-13 00:00:00,16.0,purchase,2023-02
1034,908,2023-02-13 01:00:00,1596.0,purchase,2023-02
1035,594,2023-02-13 02:00:00,835.0,loan payment,2023-02
1036,9,2023-02-13 03:00:00,3834.0,bill payment,2023-02
1037,497,2023-02-13 04:00:00,1278.0,investment,2023-02
1038,725,2023-02-13 05:00:00,3446.0,investment,2023-02
1039,560,2023-02-13 06:00:00,3448.0,bill payment,2023-02
1040,561,2023-02-13 07:00:00,1320.0,loan payment,2023-02
1041,821,2023-02-13 08:00:00,4043.0,loan payment,2023-02
1042,440,2023-02-13 09:00:00,1637.0,purchase,2023-02
1043,552,2023-02-13 10:00:00,1046.0,bill payment,2023-02
1044,875,2023-02-13 11:00:00,487.0,bill payment,2023-02
1045,792,2023-02-13 12:00:00,2688.0,investment,2023-02
1046,738,2023-02-13 13:00:00,724.0,bill payment,2023-02
1047,968,2023-02-13 14:00:00,1686.0,purchase,2023-02
1048,108,2023-02-13 15:00:00,2172.0,bill payment,2023-02
1049,245,2023-02-13 16:00:00,518.0,investment,2023-02
1050,255,2023-02-13 17:00:00,391.0,purchase,2023-02
1051,33,2023-02-13 18:00:00,1190.0,investment,2023-02
1052,23,2023-02-13 19:00:00,1855.0,bill payment,2023-02
1053,845,2023-02-13 20:00:00,4380.0,loan payment,2023-02
1054,566,2023-02-13 21:00:00,1728.0,bill payment,2023-02
1055,821,2023-02-13 22:00:00,1110.0,bill payment,2023-02
1056,49,2023-02-13 23:00:00,1870.0,investment,2023-02
1057,462,2023-02-14 00:00:00,2101.0,loan payment,2023-02
1058,590,2023-02-14 01:00:00,727.0,bill payment,2023-02
1059,336,2023-02-14 02:00:00,327.0,purchase,2023-02
1060,945,2023-02-14 03:00:00,4639.0,purchase,2023-02
1061,358,2023-02-14 04:00:00,1786.0,investment,2023-02
1062,122,2023-02-14 05:00:00,2294.0,investment,2023-02
1063,444,2023-02-14 06:00:00,1254.0,loan payment,2023-02
1064,359,2023-02-14 07:00:00,1343.0,investment,2023-02
1066,346,2023-02-14 09:00:00,1210.0,bill payment,2023-02
1067,193,2023-02-14 10:00:00,1804.0,purchase,2023-02
1068,416,2023-02-14 11:00:00,2711.0,purchase,2023-02
1069,377,2023-02-14 12:00:00,1464.0,purchase,2023-02
1070,463,2023-02-14 13:00:00,1943.0,investment,2023-02
1071,756,2023-02-14 14:00:00,756.0,investment,2023-02
1072,661,2023-02-14 15:00:00,850.0,bill payment,2023-02
1073,146,2023-02-14 16:00:00,2505.0,investment,2023-02
1074,478,2023-02-14 17:00:00,1098.0,loan payment,2023-02
1075,828,2023-02-14 18:00:00,802.0,purchase,2023-02
1076,890,2023-02-14 19:00:00,1277.0,bill payment,2023-02
1077,653,2023-02-14 20:00:00,1560.0,loan payment,2023-02
1078,408,2023-02-14 21:00:00,2700.0,loan payment,2023-02
1079,286,2023-02-14 22:00:00,302.0,investment,2023-02
1080,898,2023-02-14 23:00:00,4032.0,investment,2023-02
1081,851,2023-02-15 00:00:00,1414.0,purchase,2023-02
1082,111,2023-02-15 01:00:00,1658.0,bill payment,2023-02
1083,620,2023-02-15 02:00:00,2826.0,loan payment,2023-02
1084,879,2023-02-15 03:00:00,3920.0,investment,2023-02
1085,793,2023-02-15 04:00:00,2928.0,investment,2023-02
1086,50,2023-02-15 05:00:00,1407.0,bill payment,2023-02
1087,14,2023-02-15 06:00:00,1703.0,bill payment,2023-02
1088,134,2023-02-15 07:00:00,1047.0,investment,2023-02
1089,588,2023-02-15 08:00:00,3862.0,investment,2023-02
1090,596,2023-02-15 09:00:00,1572.0,purchase,2023-02
1091,343,2023-02-15 10:00:00,1122.0,bill payment,2023-02
1092,670,2023-02-15 11:00:00,1301.0,loan payment,2023-02
1093,286,2023-02-15 12:00:00,1171.0,investment,2023-02
1094,934,2023-02-15 13:00:00,1039.0,investment,2023-02
1095,314,2023-02-15 14:00:00,4347.0,investment,2023-02
1096,606,2023-02-15 15:00:00,4267.0,investment,2023-02
1097,297,2023-02-15 16:00:00,2749.0,purchase,2023-02
1098,606,2023-02-15 17:00:00,988.0,bill payment,2023-02
1099,569,2023-02-15 18:00:00,527.0,investment,2023-02
1100,164,2023-02-15 19:00:00,792.0,bill payment,2023-02
1101,832,2023-02-15 20:00:00,2841.0,loan payment,2023-02
1102,497,2023-02-15 21:00:00,4190.0,loan payment,2023-02
1103,610,2023-02-15 22:00:00,147.0,loan payment,2023-02
1104,16,2023-02-15 23:00:00,763.0,loan payment,2023-02
1105,344,2023-02-16 00:00:00,2963.0,bill payment,2023-02
1106,78,2023-02-16 01:00:00,4818.0,loan payment,2023-02
1107,346,2023-02-16 02:00:00,2465.0,loan payment,2023-02
1108,72,2023-02-16 03:00:00,2844.0,investment,2023-02
1109,270,2023-02-16 04:00:00,589.0,investment,2023-02
1110,287,2023-02-16 05:00:00,3265.0,investment,2023-02
1112,880,2023-02-16 07:00:00,4659.0,investment,2023-02
1113,68,2023-02-16 08:00:00,405.0,loan payment,2023-02
1115,55,2023-02-16 10:00:00,4915.0,loan payment,2023-02
1116,980,2023-02-16 11:00:00,2599.0,bill payment,2023-02
1117,379,2023-02-16 12:00:00,3044.0,loan payment,2023-02
1118,974,2023-02-16 13:00:00,179.0,purchase,2023-02
1119,168,2023-02-16 14:00:00,2347.0,investment,2023-02
1120,409,2023-02-16 15:00:00,3249.0,loan payment,2023-02
1121,508,2023-02-16 16:00:00,3425.0,investment,2023-02
1122,537,2023-02-16 17:00:00,3578.0,purchase,2023-02
1123,643,2023-02-16 18:00:00,3226.0,purchase,2023-02
1124,837,2023-02-16 19:00:00,3494.0,investment,2023-02
1125,102,2023-02-16 20:00:00,4845.0,investment,2023-02
1126,886,2023-02-16 21:00:00,1851.0,bill payment,2023-02
1127,794,2023-02-16 22:00:00,3770.0,investment,2023-02
1128,808,2023-02-16 23:00:00,4562.0,investment,2023-02
1129,806,2023-02-17 00:00:00,3036.0,bill payment,2023-02
1130,422,2023-02-17 01:00:00,3975.0,loan payment,2023-02
1131,964,2023-02-17 02:00:00,1611.0,bill payment,2023-02
1132,775,2023-02-17 03:00:00,1156.0,loan payment,2023-02
1133,478,2023-02-17 04:00:00,4336.0,loan payment,2023-02
1134,926,2023-02-17 05:00:00,2694.0,loan payment,2023-02
1135,120,2023-02-17 06:00:00,121.0,bill payment,2023-02
1136,915,2023-02-17 07:00:00,602.0,bill payment,2023-02
1137,743,2023-02-17 08:00:00,2449.0,purchase,2023-02
1138,291,2023-02-17 09:00:00,1248.0,loan payment,2023-02
1139,488,2023-02-17 10:00:00,2804.0,bill payment,2023-02
1140,161,2023-02-17 11:00:00,2424.0,purchase,2023-02
1141,673,2023-02-17 12:00:00,2139.0,loan payment,2023-02
1142,78,2023-02-17 13:00:00,2863.0,bill payment,2023-02
1143,38,2023-02-17 14:00:00,2879.0,bill payment,2023-02
1144,394,2023-02-17 15:00:00,3608.0,bill payment,2023-02
1145,441,2023-02-17 16:00:00,3813.0,investment,2023-02
1146,540,2023-02-17 17:00:00,1536.0,purchase,2023-02
1147,462,2023-02-17 18:00:00,1979.0,bill payment,2023-02
1148,612,2023-02-17 19:00:00,961.0,investment,2023-02
1149,294,2023-02-17 20:00:00,1512.0,purchase,2023-02
1150,400,2023-02-17 21:00:00,4477.0,purchase,2023-02
1153,92,2023-02-18 00:00:00,3996.0,investment,2023-02
1154,767,2023-02-18 01:00:00,2364.0,loan payment,2023-02
1155,609,2023-02-18 02:00:00,235.0,bill payment,2023-02
1156,6,2023-02-18 03:00:00,3021.0,investment,2023-02
1157,681,2023-02-18 04:00:00,4136.0,purchase,2023-02
1158,895,2023-02-18 05:00:00,623.0,purchase,2023-02
1159,271,2023-02-18 06:00:00,108.0,loan payment,2023-02
1160,620,2023-02-18 07:00:00,820.0,loan payment,2023-02
1161,899,2023-02-18 08:00:00,3347.0,loan payment,2023-02
1162,811,2023-02-18 09:00:00,2709.0,loan payment,2023-02
1163,559,2023-02-18 10:00:00,4919.0,loan payment,2023-02
1164,99,2023-02-18 11:00:00,1029.0,bill payment,2023-02
1165,526,2023-02-18 12:00:00,3035.0,investment,2023-02
1166,194,2023-02-18 13:00:00,3538.0,loan payment,2023-02
1167,157,2023-02-18 14:00:00,3896.0,loan payment,2023-02
1168,900,2023-02-18 15:00:00,2989.0,bill payment,2023-02
1169,666,2023-02-18 16:00:00,3350.0,investment,2023-02
1170,115,2023-02-18 17:00:00,806.0,loan payment,2023-02
1172,770,2023-02-18 19:00:00,3076.0,investment,2023-02
1173,657,2023-02-18 20:00:00,3030.0,bill payment,2023-02
1174,803,2023-02-18 21:00:00,2690.0,bill payment,2023-02
1175,522,2023-02-18 22:00:00,4451.0,loan payment,2023-02
1176,880,2023-02-18 23:00:00,4829.0,purchase,2023-02
1177,214,2023-02-19 00:00:00,2958.0,bill payment,2023-02
1178,745,2023-02-19 01:00:00,3741.0,investment,2023-02
1179,683,2023-02-19 02:00:00,1111.0,investment,2023-02
1180,533,2023-02-19 03:00:00,1047.0,loan payment,2023-02
1181,15,2023-02-19 04:00:00,4241.0,loan payment,2023-02
1182,419,2023-02-19 05:00:00,801.0,loan payment,2023-02
1183,368,2023-02-19 06:00:00,4184.0,investment,2023-02
1184,638,2023-02-19 07:00:00,1788.0,bill payment,2023-02
1185,853,2023-02-19 08:00:00,4810.0,purchase,2023-02
1186,853,2023-02-19 09:00:00,991.0,bill payment,2023-02
1187,213,2023-02-19 10:00:00,1275.0,purchase,2023-02
1188,700,2023-02-19 11:00:00,753.0,bill payment,2023-02
1189,684,2023-02-19 12:00:00,2441.0,loan payment,2023-02
1190,992,2023-02-19 13:00:00,384.0,investment,2023-02
1191,759,2023-02-19 14:00:00,1763.0,purchase,2023-02
1192,5,2023-02-19 15:00:00,3907.0,bill payment,2023-02
1193,231,2023-02-19 16:00:00,2546.0,investment,2023-02
1194,201,2023-02-19 17:00:00,2001.0,purchase,2023-02
1195,885,2023-02-19 18:00:00,2938.0,purchase,2023-02
1196,402,2023-02-19 19:00:00,3456.0,investment,2023-02
1197,149,2023-02-19 20:00:00,601.0,loan payment,2023-02
1198,584,2023-02-19 21:00:00,4638.0,investment,2023-02
1200,226,2023-02-19 23:00:00,2882.0,bill payment,2023-02
1201,586,2023-02-20 00:00:00,1186.0,bill payment,2023-02
1202,819,2023-02-20 01:00:00,1345.0,investment,2023-02
1203,169,2023-02-20 02:00:00,4703.0,loan payment,2023-02
1204,761,2023-02-20 03:00:00,122.0,bill payment,2023-02
1205,792,2023-02-20 04:00:00,3782.0,loan payment,2023-02
1206,1000,2023-02-20 05:00:00,1855.0,loan payment,2023-02
1207,152,2023-02-20 06:00:00,1997.0,loan payment,2023-02
1208,224,2023-02-20 07:00:00,4839.0,investment,2023-02
1209,504,2023-02-20 08:00:00,1995.0,loan payment,2023-02
1210,737,2023-02-20 09:00:00,3302.0,investment,2023-02
1211,550,2023-02-20 10:00:00,3252.0,bill payment,2023-02
1212,44,2023-02-20 11:00:00,262.0,bill payment,2023-02
1213,697,2023-02-20 12:00:00,133.0,purchase,2023-02
1214,504,2023-02-20 13:00:00,1246.0,purchase,2023-02
1215,955,2023-02-20 14:00:00,633.0,bill payment,2023-02
1216,241,2023-02-20 15:00:00,3166.0,loan payment,2023-02
1217,930,2023-02-20 16:00:00,3146.0,loan payment,2023-02
1218,843,2023-02-20 17:00:00,3399.0,bill payment,2023-02
1219,351,2023-02-20 18:00:00,3427.0,bill payment,2023-02
1220,722,2023-02-20 19:00:00,1665.0,purchase,2023-02
1221,23,2023-02-20 20:00:00,1276.0,loan payment,2023-02
1222,636,2023-02-20 21:00:00,2955.0,bill payment,2023-02
1223,598,2023-02-20 22:00:00,1170.0,purchase,2023-02
1224,43,2023-02-20 23:00:00,2304.0,purchase,2023-02
1225,466,2023-02-21 00:00:00,450.0,loan payment,2023-02
1226,40,2023-02-21 01:00:00,2102.0,purchase,2023-02
1227,303,2023-02-21 02:00:00,2715.0,purchase,2023-02
1228,681,2023-02-21 03:00:00,3769.0,investment,2023-02
1229,175,2023-02-21 04:00:00,563.0,bill payment,2023-02
1230,999,2023-02-21 05:00:00,4914.0,loan payment,2023-02
1231,532,2023-02-21 06:00:00,1122.0,bill payment,2023-02
1232,461,2023-02-21 07:00:00,2787.0,investment,2023-02
1233,621,2023-02-21 08:00:00,1843.0,loan payment,2023-02
1234,193,2023-02-21 09:00:00,1324.0,bill payment,2023-02
1235,244,2023-02-21 10:00:00,3503.0,purchase,2023-02
1236,836,2023-02-21 11:00:00,3148.0,loan payment,2023-02
1237,280,2023-02-21 12:00:00,3122.0,investment,2023-02
1238,740,2023-02-21 13:00:00,108.0,purchase,2023-02
1239,36,2023-02-21 14:00:00,3935.0,investment,2023-02
1240,557,2023-02-21 15:00:00,1489.0,purchase,2023-02
1241,898,2023-02-21 16:00:00,4406.0,bill payment,2023-02
1242,540,2023-02-21 17:00:00,1232.0,bill payment,2023-02
1243,154,2023-02-21 18:00:00,4593.0,bill payment,2023-02
1244,23,2023-02-21 19:00:00,1014.0,investment,2023-02
1245,719,2023-02-21 20:00:00,486.0,loan payment,2023-02
1246,932,2023-02-21 21:00:00,1145.0,bill payment,2023-02
1247,91,2023-02-21 22:00:00,2866.0,investment,2023-02
1248,390,2023-02-21 23:00:00,1715.0,purchase,2023-02
1249,931,2023-02-22 00:00:00,527.0,bill payment,2023-02
1250,359,2023-02-22 01:00:00,1230.0,purchase,2023-02
1251,550,2023-02-22 02:00:00,2516.0,bill payment,2023-02
1252,931,2023-02-22 03:00:00,4335.0,purchase,2023-02
1253,228,2023-02-22 04:00:00,1201.0,investment,2023-02
1254,202,2023-02-22 05:00:00,3890.0,bill payment,2023-02
1255,350,2023-02-22 06:00:00,3253.0,investment,2023-02
1256,821,2023-02-22 07:00:00,1987.0,investment,2023-02
1257,766,2023-02-22 08:00:00,2252.0,purchase,2023-02
1258,38,2023-02-22 09:00:00,3100.0,bill payment,2023-02
1259,733,2023-02-22 10:00:00,1897.0,loan payment,2023-02
1260,500,2023-02-22 11:00:00,4569.0,loan payment,2023-02
1261,699,2023-02-22 12:00:00,983.0,investment,2023-02
1262,43,2023-02-22 13:00:00,75.0,purchase,2023-02
1263,871,2023-02-22 14:00:00,2916.0,purchase,2023-02
1265,772,2023-02-22 16:00:00,390200.0,bill payment,2023-02
1266,517,2023-02-22 17:00:00,317.0,bill payment,2023-02
1267,68,2023-02-22 18:00:00,3418.0,purchase,2023-02
1268,740,2023-02-22 19:00:00,3752.0,loan payment,2023-02
1269,123,2023-02-22 20:00:00,792.0,loan payment,2023-02
1270,685,2023-02-22 21:00:00,4226.0,bill payment,2023-02
1271,336,2023-02-22 22:00:00,775.0,purchase,2023-02
1272,153,2023-02-22 23:00:00,3485.0,loan payment,2023-02
1273,974,2023-02-23 00:00:00,782.0,loan payment,2023-02
1274,779,2023-02-23 01:00:00,3867.0,bill payment,2023-02
1275,669,2023-02-23 02:00:00,3195.0,bill payment,2023-02
1276,162,2023-02-23 03:00:00,549.0,loan payment,2023-02
1277,214,2023-02-23 04:00:00,2059.0,purchase,2023-02
1278,910,2023-02-23 05:00:00,3293.0,loan payment,2023-02
1279,376,2023-02-23 06:00:00,4685.0,loan payment,2023-02
1280,920,2023-02-23 07:00:00,1673.0,purchase,2023-02
1281,443,2023-02-23 08:00:00,1057.0,bill payment,2023-02
1282,423,2023-02-23 09:00:00,3846.0,purchase,2023-02
1283,538,2023-02-23 10:00:00,3449.0,purchase,2023-02
1284,939,2023-02-23 11:00:00,515.0,purchase,2023-02
1285,804,2023-02-23 12:00:00,3257.0,purchase,2023-02
1286,935,2023-02-23 13:00:00,3510.0,bill payment,2023-02
1287,701,2023-02-23 14:00:00,1920.0,loan payment,2023-02
1288,912,2023-02-23 15:00:00,742.0,investment,2023-02
1289,634,2023-02-23 16:00:00,3523.0,bill payment,2023-02
1290,230,2023-02-23 17:00:00,1581.0,purchase,2023-02
1291,59,2023-02-23 18:00:00,4619.0,loan payment,2023-02
1292,96,2023-02-23 19:00:00,2952.0,loan payment,2023-02
1293,262,2023-02-23 20:00:00,4466.0,purchase,2023-02
1294,354,2023-02-23 21:00:00,2331.0,bill payment,2023-02
1295,312,2023-02-23 22:00:00,3345.0,purchase,2023-02
1296,136,2023-02-23 23:00:00,4632.0,loan payment,2023-02
1297,862,2023-02-24 00:00:00,4384.0,loan payment,2023-02
1298,795,2023-02-24 01:00:00,2763.0,bill payment,2023-02
1299,967,2023-02-24 02:00:00,1382.0,investment,2023-02
1300,923,2023-02-24 03:00:00,1454.0,purchase,2023-02
1301,473,2023-02-24 04:00:00,3386.0,investment,2023-02
1302,632,2023-02-24 05:00:00,299.0,loan payment,2023-02
1303,430,2023-02-24 06:00:00,2075.0,investment,2023-02
1304,937,2023-02-24 07:00:00,73.0,purchase,2023-02
1305,975,2023-02-24 08:00:00,3955.0,purchase,2023-02
1306,537,2023-02-24 09:00:00,339.0,loan payment,2023-02
1307,854,2023-02-24 10:00:00,4868.0,bill payment,2023-02
1308,146,2023-02-24 11:00:00,1973.0,bill payment,2023-02
1309,524,2023-02-24 12:00:00,3098.0,loan payment,2023-02
1310,87,2023-02-24 13:00:00,2500.0,purchase,2023-02
1311,947,2023-02-24 14:00:00,150.0,bill payment,2023-02
1312,109,2023-02-24 15:00:00,4549.0,investment,2023-02
1313,423,2023-02-24 16:00:00,2483.0,loan payment,2023-02
1314,345,2023-02-24 17:00:00,3913.0,investment,2023-02
1315,266,2023-02-24 18:00:00,459.0,purchase,2023-02
1316,734,2023-02-24 19:00:00,1835.0,bill payment,2023-02
1317,586,2023-02-24 20:00:00,4456.0,purchase,2023-02
1318,994,2023-02-24 21:00:00,4704.0,investment,2023-02
1319,494,2023-02-24 22:00:00,4816.0,purchase,2023-02
1320,333,2023-02-24 23:00:00,879.0,purchase,2023-02
1323,614,2023-02-25 02:00:00,3612.0,purchase,2023-02
1324,937,2023-02-25 03:00:00,402.0,loan payment,2023-02
1325,649,2023-02-25 04:00:00,851.0,purchase,2023-02
1326,191,2023-02-25 05:00:00,2458.0,investment,2023-02
1327,973,2023-02-25 06:00:00,2801.0,loan payment,2023-02
1328,933,2023-02-25 07:00:00,2963.0,purchase,2023-02
1329,142,2023-02-25 08:00:00,1368.0,loan payment,2023-02
1330,869,2023-02-25 09:00:00,1000.0,purchase,2023-02
1331,73,2023-02-25 10:00:00,1048.0,loan payment,2023-02
1332,840,2023-02-25 11:00:00,37.0,bill payment,2023-02
1333,167,2023-02-25 12:00:00,397.0,purchase,2023-02
1334,168,2023-02-25 13:00:00,842.0,bill payment,2023-02
1335,566,2023-02-25 14:00:00,259.0,purchase,2023-02
1336,259,2023-02-25 15:00:00,2037.0,bill payment,2023-02
1337,439,2023-02-25 16:00:00,1538.0,purchase,2023-02
1338,111,2023-02-25 17:00:00,4203.0,loan payment,2023-02
1340,673,2023-02-25 19:00:00,1370.0,loan payment,2023-02
1341,864,2023-02-25 20:00:00,3119.0,purchase,2023-02
1342,839,2023-02-25 21:00:00,1333.0,loan payment,2023-02
1343,531,2023-02-25 22:00:00,2236.0,purchase,2023-02
1344,290,2023-02-25 23:00:00,3690.0,loan payment,2023-02
1345,974,2023-02-26 00:00:00,901.0,bill payment,2023-02
1346,562,2023-02-26 01:00:00,1315.0,purchase,2023-02
1347,510,2023-02-26 02:00:00,4558.0,loan payment,2023-02
1348,175,2023-02-26 03:00:00,4202.0,purchase,2023-02
1349,302,2023-02-26 04:00:00,271.0,purchase,2023-02
1350,696,2023-02-26 05:00:00,2350.0,purchase,2023-02
1351,185,2023-02-26 06:00:00,1803.0,investment,2023-02
1352,339,2023-02-26 07:00:00,2306.0,purchase,2023-02
1353,510,2023-02-26 08:00:00,2302.0,loan payment,2023-02
1354,819,2023-02-26 09:00:00,2180.0,investment,2023-02
1355,310,2023-02-26 10:00:00,334.0,loan payment,2023-02
1356,507,2023-02-26 11:00:00,995.0,investment,2023-02
1357,346,2023-02-26 12:00:00,4792.0,purchase,2023-02
1358,81,2023-02-26 13:00:00,3862.0,bill payment,2023-02
1359,374,2023-02-26 14:00:00,1749.0,bill payment,2023-02
1360,156,2023-02-26 15:00:00,1870.0,purchase,2023-02
1361,787,2023-02-26 16:00:00,3147.0,investment,2023-02
1362,795,2023-02-26 17:00:00,3908.0,loan payment,2023-02
1363,432,2023-02-26 18:00:00,845.0,bill payment,2023-02
1364,500,2023-02-26 19:00:00,4164.0,purchase,2023-02
1365,761,2023-02-26 20:00:00,2788.0,purchase,2023-02
1366,147,2023-02-26 21:00:00,1406.0,investment,2023-02
1367,481,2023-02-26 22:00:00,1686.0,bill payment,2023-02
1368,435,2023-02-26 23:00:00,4341.0,purchase,2023-02
1369,519,2023-02-27 00:00:00,4323.0,bill payment,2023-02
1370,669,2023-02-27 01:00:00,1847.0,loan payment,2023-02
1371,683,2023-02-27 02:00:00,3731.0,purchase,2023-02
1372,69,2023-02-27 03:00:00,3682.0,purchase,2023-02
1373,606,2023-02-27 04:00:00,3032.0,loan payment,2023-02
1374,881,2023-02-27 05:00:00,4694.0,purchase,2023-02
1375,875,2023-02-27 06:00:00,1681.0,investment,2023-02
1376,888,2023-02-27 07:00:00,926.0,loan payment,2023-02
1377,186,2023-02-27 08:00:00,927.0,investment,2023-02
1378,904,2023-02-27 09:00:00,1143.0,loan payment,2023-02
1379,682,2023-02-27 10:00:00,1846.0,loan payment,2023-02
1380,204,2023-02-27 11:00:00,2148.0,investment,2023-02
1381,554,2023-02-27 12:00:00,4017.0,loan payment,2023-02
1382,13,2023-02-27 13:00:00,1915.0,bill payment,2023-02
1383,666,2023-02-27 14:00:00,3999.0,investment,2023-02
1384,274,2023-02-27 15:00:00,3495.0,loan payment,2023-02
1385,298,2023-02-27 16:00:00,4807.0,investment,2023-02
1386,51,2023-02-27 17:00:00,2130.0,loan payment,2023-02
1387,500,2023-02-27 18:00:00,2742.0,loan payment,2023-02
1388,369,2023-02-27 19:00:00,2779.0,bill payment,2023-02
1389,724,2023-02-27 20:00:00,1331.0,bill payment,2023-02
1390,656,2023-02-27 21:00:00,3726.0,bill payment,2023-02
1391,357,2023-02-27 22:00:00,3364.0,loan payment,2023-02
1392,3,2023-02-27 23:00:00,1538.0,bill payment,2023-02
1393,254,2023-02-28 00:00:00,4753.0,investment,2023-02
1394,475,2023-02-28 01:00:00,769.0,loan payment,2023-02
1395,847,2023-02-28 02:00:00,3422.0,investment,2023-02
1396,506,2023-02-28 03:00:00,1367.0,bill payment,2023-02
1397,256,2023-02-28 04:00:00,2200.0,loan payment,2023-02
1398,610,2023-02-28 05:00:00,3491.0,investment,2023-02
1399,685,2023-02-28 06:00:00,958.0,purchase,2023-02
1400,150,2023-02-28 07:00:00,2089.0,investment,2023-02
1401,488,2023-02-28 08:00:00,1776.0,loan payment,2023-02
1402,279,2023-02-28 09:00:00,37.0,purchase,2023-02
1404,446,2023-02-28 11:00:00,2548.0,bill payment,2023-02
1405,113,2023-02-28 12:00:00,169.0,investment,2023-02
1406,836,2023-02-28 13:00:00,2902.0,bill payment,2023-02
1407,755,2023-02-28 14:00:00,4123.0,investment,2023-02
1408,822,2023-02-28 15:00:00,3732.0,investment,2023-02
1409,569,2023-02-28 16:00:00,3741.0,investment,2023-02
1410,489,2023-02-28 17:00:00,2481.0,investment,2023-02
1411,407,2023-02-28 18:00:00,4860.0,loan payment,2023-02
1412,367,2023-02-28 19:00:00,1580.0,loan payment,2023-02
1413,60,2023-02-28 20:00:00,846.0,purchase,2023-02
1414,329,2023-02-28 21:00:00,4999.0,purchase,2023-02
1415,728,2023-02-28 22:00:00,3948.0,bill payment,2023-02
1416,469,2023-02-28 23:00:00,2296.0,loan payment,2023-02
1417,745,2023-03-01 00:00:00,3415.0,purchase,2023-03
1418,567,2023-03-01 01:00:00,2680.0,loan payment,2023-03
1419,885,2023-03-01 02:00:00,4122.0,loan payment,2023-03
1420,720,2023-03-01 03:00:00,4757.0,bill payment,2023-03
1421,63,2023-03-01 04:00:00,4365.0,bill payment,2023-03
1422,184,2023-03-01 05:00:00,1637.0,investment,2023-03
1423,311,2023-03-01 06:00:00,1876.0,loan payment,2023-03
1424,793,2023-03-01 07:00:00,214.0,investment,2023-03
1425,538,2023-03-01 08:00:00,3589.0,investment,2023-03
1426,177,2023-03-01 09:00:00,3184.0,investment,2023-03
1427,575,2023-03-01 10:00:00,801.0,loan payment,2023-03
1428,429,2023-03-01 11:00:00,4102.0,loan payment,2023-03
1429,73,2023-03-01 12:00:00,3757.0,investment,2023-03
1430,847,2023-03-01 13:00:00,1115.0,loan payment,2023-03
1431,167,2023-03-01 14:00:00,1100.0,investment,2023-03
1432,225,2023-03-01 15:00:00,1617.0,purchase,2023-03
1433,577,2023-03-01 16:00:00,1849.0,loan payment,2023-03
1434,581,2023-03-01 17:00:00,3407.0,bill payment,2023-03
1435,952,2023-03-01 18:00:00,76.0,bill payment,2023-03
1436,9,2023-03-01 19:00:00,4789.0,investment,2023-03
1437,236,2023-03-01 20:00:00,1288.0,purchase,2023-03
1438,710,2023-03-01 21:00:00,4168.0,loan payment,2023-03
1439,924,2023-03-01 22:00:00,823.0,investment,2023-03
1440,685,2023-03-01 23:00:00,412.0,purchase,2023-03
1441,794,2023-03-02 00:00:00,2012.0,purchase,2023-03
